Light_Field,Hypercubo,Pos_x,Pos_y,Pos_u,Pos_v,Channel,Level,Hypercubo_Size,N_Zero,N_One,N_Two,N_Greater_Than_Two,Total_Values,
Bikes,0,0,0,0,0,0,1,3136,1074,507,295,1260,3136,
Bikes,0,8,0,0,0,0,1,2744,2180,281,97,186,2744,
Bikes,0,0,8,0,0,0,1,2744,1133,595,317,699,2744,
Bikes,0,8,8,0,0,0,1,2401,1975,243,58,125,2401,
Bikes,0,0,0,7,0,0,1,2688,1915,322,132,319,2688,
Bikes,0,8,0,7,0,0,1,2352,2306,39,6,1,2352,
Bikes,0,0,8,7,0,0,1,2352,2058,186,54,54,2352,
Bikes,0,8,8,7,0,0,1,2058,2043,15,0,0,2058,
Bikes,0,0,0,0,7,0,1,2688,1929,364,130,265,2688,
Bikes,0,8,0,0,7,0,1,2352,2271,58,11,12,2352,
Bikes,0,0,8,0,7,0,1,2352,2187,129,30,6,2352,
Bikes,0,8,8,0,7,0,1,2058,2055,3,0,0,2058,
Bikes,0,0,0,7,7,0,1,2304,2066,141,39,58,2304,
Bikes,0,8,0,7,7,0,1,2016,2013,3,0,0,2016,
Bikes,0,0,8,7,7,0,1,2016,1971,44,1,0,2016,
Bikes,0,8,8,7,7,0,1,1764,1764,0,0,0,1764,
Bikes,0,0,0,0,0,1,1,3136,1593,672,288,583,3136,
Bikes,0,8,0,0,0,1,1,2744,2443,231,47,23,2744,
Bikes,0,0,8,0,0,1,1,2744,1580,600,278,286,2744,
Bikes,0,8,8,0,0,1,1,2401,2238,145,16,2,2401,
Bikes,0,0,0,7,0,1,1,2688,2391,177,72,48,2688,
Bikes,0,8,0,7,0,1,1,2352,2352,0,0,0,2352,
Bikes,0,0,8,7,0,1,1,2352,2251,88,12,1,2352,
Bikes,0,8,8,7,0,1,1,2058,2058,0,0,0,2058,
Bikes,0,0,0,0,7,1,1,2688,2483,167,29,9,2688,
Bikes,0,8,0,0,7,1,1,2352,2351,1,0,0,2352,
Bikes,0,0,8,0,7,1,1,2352,2263,77,7,5,2352,
Bikes,0,8,8,0,7,1,1,2058,2058,0,0,0,2058,
Bikes,0,0,0,7,7,1,1,2304,2266,31,7,0,2304,
Bikes,0,8,0,7,7,1,1,2016,2016,0,0,0,2016,
Bikes,0,0,8,7,7,1,1,2016,1996,20,0,0,2016,
Bikes,0,8,8,7,7,1,1,1764,1764,0,0,0,1764,
Bikes,0,0,0,0,0,2,1,3136,1410,723,364,639,3136,
Bikes,0,8,0,0,0,2,1,2744,2247,369,91,37,2744,
Bikes,0,0,8,0,0,2,1,2744,1309,644,321,470,2744,
Bikes,0,8,8,0,0,2,1,2401,2099,250,38,14,2401,
Bikes,0,0,0,7,0,2,1,2688,2315,252,70,51,2688,
Bikes,0,8,0,7,0,2,1,2352,2347,5,0,0,2352,
Bikes,0,0,8,7,0,2,1,2352,2165,151,23,13,2352,
Bikes,0,8,8,7,0,2,1,2058,2058,0,0,0,2058,
Bikes,0,0,0,0,7,2,1,2688,2469,183,26,10,2688,
Bikes,0,8,0,0,7,2,1,2352,2351,1,0,0,2352,
Bikes,0,0,8,0,7,2,1,2352,2245,91,13,3,2352,
Bikes,0,8,8,0,7,2,1,2058,2058,0,0,0,2058,
Bikes,0,0,0,7,7,2,1,2304,2282,15,5,2,2304,
Bikes,0,8,0,7,7,2,1,2016,2016,0,0,0,2016,
Bikes,0,0,8,7,7,2,1,2016,1945,61,9,1,2016,
Bikes,0,8,8,7,7,2,1,1764,1764,0,0,0,1764,
Bikes,1,15,0,0,0,0,1,3136,1250,495,255,1136,3136,
Bikes,1,23,0,0,0,0,1,2744,2437,201,66,40,2744,
Bikes,1,15,8,0,0,0,1,2744,1748,482,176,338,2744,
Bikes,1,23,8,0,0,0,1,2401,2260,121,16,4,2401,
Bikes,1,15,0,7,0,0,1,2688,2131,212,89,256,2688,
Bikes,1,23,0,7,0,0,1,2352,2352,0,0,0,2352,
Bikes,1,15,8,7,0,0,1,2352,2150,120,42,40,2352,
Bikes,1,23,8,7,0,0,1,2058,2058,0,0,0,2058,
Bikes,1,15,0,0,7,0,1,2688,2212,227,81,168,2688,
Bikes,1,23,0,0,7,0,1,2352,2349,3,0,0,2352,
Bikes,1,15,8,0,7,0,1,2352,2254,77,13,8,2352,
Bikes,1,23,8,0,7,0,1,2058,2058,0,0,0,2058,
Bikes,1,15,0,7,7,0,1,2304,2120,87,43,54,2304,
Bikes,1,23,0,7,7,0,1,2016,2016,0,0,0,2016,
Bikes,1,15,8,7,7,0,1,2016,1988,26,2,0,2016,
Bikes,1,23,8,7,7,0,1,1764,1764,0,0,0,1764,
Bikes,1,15,0,0,0,1,1,3136,1666,616,280,574,3136,
Bikes,1,23,0,0,0,1,1,2744,2417,247,59,21,2744,
Bikes,1,15,8,0,0,1,1,2744,1683,564,234,263,2744,
Bikes,1,23,8,0,0,1,1,2401,2279,110,11,1,2401,
Bikes,1,15,0,7,0,1,1,2688,2403,182,51,52,2688,
Bikes,1,23,0,7,0,1,1,2352,2352,0,0,0,2352,
Bikes,1,15,8,7,0,1,1,2352,2260,73,15,4,2352,
Bikes,1,23,8,7,0,1,1,2058,2058,0,0,0,2058,
Bikes,1,15,0,0,7,1,1,2688,2505,135,29,19,2688,
Bikes,1,23,0,0,7,1,1,2352,2352,0,0,0,2352,
Bikes,1,15,8,0,7,1,1,2352,2250,79,11,12,2352,
Bikes,1,23,8,0,7,1,1,2058,2058,0,0,0,2058,
Bikes,1,15,0,7,7,1,1,2304,2254,37,11,2,2304,
Bikes,1,23,0,7,7,1,1,2016,2016,0,0,0,2016,
Bikes,1,15,8,7,7,1,1,2016,2001,14,1,0,2016,
Bikes,1,23,8,7,7,1,1,1764,1764,0,0,0,1764,
Bikes,1,15,0,0,0,2,1,3136,1790,637,273,436,3136,
Bikes,1,23,0,0,0,2,1,2744,2461,233,33,17,2744,
Bikes,1,15,8,0,0,2,1,2744,1654,591,216,283,2744,
Bikes,1,23,8,0,0,2,1,2401,2242,145,12,2,2401,
Bikes,1,15,0,7,0,2,1,2688,2472,142,41,33,2688,
Bikes,1,23,0,7,0,2,1,2352,2352,0,0,0,2352,
Bikes,1,15,8,7,0,2,1,2352,2245,78,20,9,2352,
Bikes,1,23,8,7,0,2,1,2058,2058,0,0,0,2058,
Bikes,1,15,0,0,7,2,1,2688,2576,93,17,2,2688,
Bikes,1,23,0,0,7,2,1,2352,2352,0,0,0,2352,
Bikes,1,15,8,0,7,2,1,2352,2291,53,6,2,2352,
Bikes,1,23,8,0,7,2,1,2058,2058,0,0,0,2058,
Bikes,1,15,0,7,7,2,1,2304,2277,24,3,0,2304,
Bikes,1,23,0,7,7,2,1,2016,2016,0,0,0,2016,
Bikes,1,15,8,7,7,2,1,2016,1954,54,7,1,2016,
Bikes,1,23,8,7,7,2,1,1764,1764,0,0,0,1764,
Bikes,2,30,0,0,0,0,1,3136,1281,511,296,1048,3136,
Bikes,2,38,0,0,0,0,1,2744,2205,309,95,135,2744,
Bikes,2,30,8,0,0,0,1,2744,1760,518,181,285,2744,
Bikes,2,38,8,0,0,0,1,2401,2167,201,29,4,2401,
Bikes,2,30,0,7,0,0,1,2688,2235,204,87,162,2688,
Bikes,2,38,0,7,0,0,1,2352,2349,3,0,0,2352,
Bikes,2,30,8,7,0,0,1,2352,2211,97,21,23,2352,
Bikes,2,38,8,7,0,0,1,2058,2058,0,0,0,2058,
Bikes,2,30,0,0,7,0,1,2688,2338,190,68,92,2688,
Bikes,2,38,0,0,7,0,1,2352,2351,1,0,0,2352,
Bikes,2,30,8,0,7,0,1,2352,2294,41,13,4,2352,
Bikes,2,38,8,0,7,0,1,2058,2057,1,0,0,2058,
Bikes,2,30,0,7,7,0,1,2304,2160,76,35,33,2304,
Bikes,2,38,0,7,7,0,1,2016,2016,0,0,0,2016,
Bikes,2,30,8,7,7,0,1,2016,1994,21,1,0,2016,
Bikes,2,38,8,7,7,0,1,1764,1764,0,0,0,1764,
Bikes,2,30,0,0,0,1,1,3136,1713,533,270,620,3136,
Bikes,2,38,0,0,0,1,1,2744,2342,261,81,60,2744,
Bikes,2,30,8,0,0,1,1,2744,1886,554,168,136,2744,
Bikes,2,38,8,0,0,1,1,2401,2209,176,15,1,2401,
Bikes,2,30,0,7,0,1,1,2688,2537,114,23,14,2688,
Bikes,2,38,0,7,0,1,1,2352,2352,0,0,0,2352,
Bikes,2,30,8,7,0,1,1,2352,2328,22,2,0,2352,
Bikes,2,38,8,7,0,1,1,2058,2058,0,0,0,2058,
Bikes,2,30,0,0,7,1,1,2688,2616,60,7,5,2688,
Bikes,2,38,0,0,7,1,1,2352,2352,0,0,0,2352,
Bikes,2,30,8,0,7,1,1,2352,2314,35,3,0,2352,
Bikes,2,38,8,0,7,1,1,2058,2058,0,0,0,2058,
Bikes,2,30,0,7,7,1,1,2304,2284,17,3,0,2304,
Bikes,2,38,0,7,7,1,1,2016,2016,0,0,0,2016,
Bikes,2,30,8,7,7,1,1,2016,2016,0,0,0,2016,
Bikes,2,38,8,7,7,1,1,1764,1764,0,0,0,1764,
Bikes,2,30,0,0,0,2,1,3136,1908,568,238,422,3136,
Bikes,2,38,0,0,0,2,1,2744,2416,248,46,34,2744,
Bikes,2,30,8,0,0,2,1,2744,1908,512,189,135,2744,
Bikes,2,38,8,0,0,2,1,2401,2250,138,12,1,2401,
Bikes,2,30,0,7,0,2,1,2688,2616,48,11,13,2688,
Bikes,2,38,0,7,0,2,1,2352,2352,0,0,0,2352,
Bikes,2,30,8,7,0,2,1,2352,2326,25,1,0,2352,
Bikes,2,38,8,7,0,2,1,2058,2058,0,0,0,2058,
Bikes,2,30,0,0,7,2,1,2688,2651,26,5,6,2688,
Bikes,2,38,0,0,7,2,1,2352,2352,0,0,0,2352,
Bikes,2,30,8,0,7,2,1,2352,2346,6,0,0,2352,
Bikes,2,38,8,0,7,2,1,2058,2058,0,0,0,2058,
Bikes,2,30,0,7,7,2,1,2304,2293,9,2,0,2304,
Bikes,2,38,0,7,7,2,1,2016,2016,0,0,0,2016,
Bikes,2,30,8,7,7,2,1,2016,2011,5,0,0,2016,
Bikes,2,38,8,7,7,2,1,1764,1764,0,0,0,1764,
Bikes,3,45,0,0,0,0,1,3136,932,508,289,1407,3136,
Bikes,3,53,0,0,0,0,1,2744,1960,449,144,191,2744,
Bikes,3,45,8,0,0,0,1,2744,1525,490,244,485,2744,
Bikes,3,53,8,0,0,0,1,2401,1889,350,107,55,2401,
Bikes,3,45,0,7,0,0,1,2688,1885,348,138,317,2688,
Bikes,3,53,0,7,0,0,1,2352,2352,0,0,0,2352,
Bikes,3,45,8,7,0,0,1,2352,2141,118,42,51,2352,
Bikes,3,53,8,7,0,0,1,2058,2057,1,0,0,2058,
