Light_Field,Hypercubo,Pos_x,Pos_y,Pos_u,Pos_v,Channel,Level,Hypercubo_Size,N_Zero,N_One,N_Two,N_Greater_Than_Two,Total_Values,
DangerDeMort,0,0,0,0,0,0,0,38025,38024,0,0,1,38025,
DangerDeMort,0,0,0,0,0,1,0,38025,38024,0,0,1,38025,
DangerDeMort,0,0,0,0,0,2,0,38025,38024,0,0,1,38025,
DangerDeMort,1,15,0,0,0,0,0,38025,38024,0,0,1,38025,
DangerDeMort,1,15,0,0,0,1,0,38025,38024,0,0,1,38025,
DangerDeMort,1,15,0,0,0,2,0,38025,38024,0,0,1,38025,
DangerDeMort,2,30,0,0,0,0,0,38025,38024,0,0,1,38025,
DangerDeMort,2,30,0,0,0,1,0,38025,38024,0,0,1,38025,
DangerDeMort,2,30,0,0,0,2,0,38025,38024,0,0,1,38025,
DangerDeMort,3,45,0,0,0,0,0,38025,38024,0,0,1,38025,
DangerDeMort,3,45,0,0,0,1,0,38025,38024,0,0,1,38025,
DangerDeMort,3,45,0,0,0,2,0,38025,38024,0,0,1,38025,
DangerDeMort,4,60,0,0,0,0,0,38025,38024,0,0,1,38025,
DangerDeMort,4,60,0,0,0,1,0,38025,38024,0,0,1,38025,
DangerDeMort,4,60,0,0,0,2,0,38025,38024,0,0,1,38025,
DangerDeMort,5,75,0,0,0,0,0,38025,38024,0,0,1,38025,
DangerDeMort,5,75,0,0,0,1,0,38025,38024,0,0,1,38025,
DangerDeMort,5,75,0,0,0,2,0,38025,38024,0,0,1,38025,
DangerDeMort,6,90,0,0,0,0,0,38025,38024,0,0,1,38025,
DangerDeMort,6,90,0,0,0,1,0,38025,38024,0,0,1,38025,
DangerDeMort,6,90,0,0,0,2,0,38025,38024,0,0,1,38025,
DangerDeMort,7,105,0,0,0,0,0,38025,38024,0,0,1,38025,
DangerDeMort,7,105,0,0,0,1,0,38025,38024,0,0,1,38025,
DangerDeMort,7,105,0,0,0,2,0,38025,38024,0,0,1,38025,
DangerDeMort,8,120,0,0,0,0,0,38025,38024,0,0,1,38025,
DangerDeMort,8,120,0,0,0,1,0,38025,38024,0,0,1,38025,
DangerDeMort,8,120,0,0,0,2,0,38025,38024,0,0,1,38025,
DangerDeMort,9,135,0,0,0,0,0,38025,38024,0,0,1,38025,
DangerDeMort,9,135,0,0,0,1,0,38025,38024,0,0,1,38025,
DangerDeMort,9,135,0,0,0,2,0,38025,38024,0,0,1,38025,
DangerDeMort,10,150,0,0,0,0,0,38025,38024,0,0,1,38025,
DangerDeMort,10,150,0,0,0,1,0,38025,38024,0,0,1,38025,
DangerDeMort,10,150,0,0,0,2,0,38025,38024,0,0,1,38025,
DangerDeMort,11,165,0,0,0,0,0,38025,38024,0,0,1,38025,
DangerDeMort,11,165,0,0,0,1,0,38025,38024,0,0,1,38025,
DangerDeMort,11,165,0,0,0,2,0,38025,38024,0,0,1,38025,
DangerDeMort,12,180,0,0,0,0,0,38025,38024,0,0,1,38025,
DangerDeMort,12,180,0,0,0,1,0,38025,38024,0,0,1,38025,
DangerDeMort,12,180,0,0,0,2,0,38025,38024,0,0,1,38025,
DangerDeMort,13,195,0,0,0,0,0,38025,38023,1,0,1,38025,
DangerDeMort,13,195,0,0,0,1,0,38025,38023,1,0,1,38025,
DangerDeMort,13,195,0,0,0,2,0,38025,38024,0,0,1,38025,
DangerDeMort,14,210,0,0,0,0,0,38025,38024,0,0,1,38025,
DangerDeMort,14,210,0,0,0,1,0,38025,38024,0,0,1,38025,
DangerDeMort,14,210,0,0,0,2,0,38025,38024,0,0,1,38025,
DangerDeMort,15,225,0,0,0,0,0,38025,38024,0,0,1,38025,
DangerDeMort,15,225,0,0,0,1,0,38025,38024,0,0,1,38025,
DangerDeMort,15,225,0,0,0,2,0,38025,38024,0,0,1,38025,
DangerDeMort,16,240,0,0,0,0,0,38025,38024,0,0,1,38025,
DangerDeMort,16,240,0,0,0,1,0,38025,38024,0,0,1,38025,
DangerDeMort,16,240,0,0,0,2,0,38025,38024,0,0,1,38025,
DangerDeMort,17,255,0,0,0,0,0,38025,38024,0,0,1,38025,
DangerDeMort,17,255,0,0,0,1,0,38025,38024,0,0,1,38025,
DangerDeMort,17,255,0,0,0,2,0,38025,38024,0,0,1,38025,
DangerDeMort,18,270,0,0,0,0,0,38025,38024,0,0,1,38025,
DangerDeMort,18,270,0,0,0,1,0,38025,38024,0,0,1,38025,
DangerDeMort,18,270,0,0,0,2,0,38025,38024,0,0,1,38025,
DangerDeMort,19,285,0,0,0,0,0,38025,38024,0,0,1,38025,
DangerDeMort,19,285,0,0,0,1,0,38025,38024,0,0,1,38025,
DangerDeMort,19,285,0,0,0,2,0,38025,38024,0,0,1,38025,
DangerDeMort,20,300,0,0,0,0,0,38025,38024,0,0,1,38025,
DangerDeMort,20,300,0,0,0,1,0,38025,38024,0,0,1,38025,
DangerDeMort,20,300,0,0,0,2,0,38025,38024,0,0,1,38025,
DangerDeMort,21,315,0,0,0,0,0,38025,38024,0,0,1,38025,
DangerDeMort,21,315,0,0,0,1,0,38025,38024,0,0,1,38025,
DangerDeMort,21,315,0,0,0,2,0,38025,38024,0,0,1,38025,
DangerDeMort,22,330,0,0,0,0,0,38025,38024,0,0,1,38025,
DangerDeMort,22,330,0,0,0,1,0,38025,38024,0,0,1,38025,
DangerDeMort,22,330,0,0,0,2,0,38025,38024,0,0,1,38025,
