Light_Field,Hypercubo,Pos_x,Pos_y,Pos_u,Pos_v,Channel,Level,Hypercubo_Size,N_Zero,N_One,N_Two,N_Greater_Than_Two,Total_Values,
Bikes,0,0,0,0,0,0,0,38025,37845,81,32,67,38025,
Bikes,0,0,0,0,0,1,0,38025,38007,9,5,4,38025,
Bikes,0,0,0,0,0,2,0,38025,38017,6,0,2,38025,
Bikes,1,15,0,0,0,0,0,38025,37889,56,21,59,38025,
Bikes,1,15,0,0,0,1,0,38025,38006,8,4,7,38025,
Bikes,1,15,0,0,0,2,0,38025,38016,6,0,3,38025,
Bikes,2,30,0,0,0,0,0,38025,37928,48,17,32,38025,
Bikes,2,30,0,0,0,1,0,38025,38012,8,1,4,38025,
Bikes,2,30,0,0,0,2,0,38025,38020,2,1,2,38025,
Bikes,3,45,0,0,0,0,0,38025,37842,83,33,67,38025,
Bikes,3,45,0,0,0,1,0,38025,38010,7,3,5,38025,
Bikes,3,45,0,0,0,2,0,38025,38013,8,1,3,38025,
Bikes,4,60,0,0,0,0,0,38025,37883,62,24,56,38025,
Bikes,4,60,0,0,0,1,0,38025,38015,3,3,4,38025,
Bikes,4,60,0,0,0,2,0,38025,38021,0,1,3,38025,
Bikes,5,75,0,0,0,0,0,38025,37924,46,19,36,38025,
Bikes,5,75,0,0,0,1,0,38025,38021,0,0,4,38025,
Bikes,5,75,0,0,0,2,0,38025,38020,1,0,4,38025,
Bikes,6,90,0,0,0,0,0,38025,37943,36,15,31,38025,
Bikes,6,90,0,0,0,1,0,38025,38021,0,1,3,38025,
Bikes,6,90,0,0,0,2,0,38025,38019,3,1,2,38025,
Bikes,7,105,0,0,0,0,0,38025,37947,39,13,26,38025,
Bikes,7,105,0,0,0,1,0,38025,38014,7,3,1,38025,
Bikes,7,105,0,0,0,2,0,38025,38015,5,0,5,38025,
Bikes,8,120,0,0,0,0,0,38025,37920,52,16,37,38025,
Bikes,8,120,0,0,0,1,0,38025,38019,1,3,2,38025,
Bikes,8,120,0,0,0,2,0,38025,38019,5,0,1,38025,
Bikes,9,135,0,0,0,0,0,38025,37928,47,14,36,38025,
Bikes,9,135,0,0,0,1,0,38025,38019,2,2,2,38025,
Bikes,9,135,0,0,0,2,0,38025,38020,3,0,2,38025,
Bikes,10,150,0,0,0,0,0,38025,37907,65,16,37,38025,
Bikes,10,150,0,0,0,1,0,38025,38016,4,2,3,38025,
Bikes,10,150,0,0,0,2,0,38025,38020,2,1,2,38025,
Bikes,11,165,0,0,0,0,0,38025,37881,68,25,51,38025,
Bikes,11,165,0,0,0,1,0,38025,38016,3,3,3,38025,
Bikes,11,165,0,0,0,2,0,38025,38018,2,4,1,38025,
Bikes,12,180,0,0,0,0,0,38025,37870,70,30,55,38025,
Bikes,12,180,0,0,0,1,0,38025,38010,8,3,4,38025,
Bikes,12,180,0,0,0,2,0,38025,38016,6,0,3,38025,
Bikes,13,195,0,0,0,0,0,38025,37857,90,22,56,38025,
Bikes,13,195,0,0,0,1,0,38025,38007,11,0,7,38025,
Bikes,13,195,0,0,0,2,0,38025,38017,4,2,2,38025,
Bikes,14,210,0,0,0,0,0,38025,37840,88,31,66,38025,
Bikes,14,210,0,0,0,1,0,38025,37997,16,7,5,38025,
Bikes,14,210,0,0,0,2,0,38025,38013,5,3,4,38025,
Bikes,15,225,0,0,0,0,0,38025,37829,107,29,60,38025,
Bikes,15,225,0,0,0,1,0,38025,37989,21,5,10,38025,
Bikes,15,225,0,0,0,2,0,38025,38007,12,3,3,38025,
Bikes,16,240,0,0,0,0,0,38025,37872,80,21,52,38025,
Bikes,16,240,0,0,0,1,0,38025,38011,6,4,4,38025,
Bikes,16,240,0,0,0,2,0,38025,38018,5,0,2,38025,
Bikes,17,255,0,0,0,0,0,38025,37944,38,14,29,38025,
Bikes,17,255,0,0,0,1,0,38025,38018,5,1,1,38025,
Bikes,17,255,0,0,0,2,0,38025,38018,3,1,3,38025,
Bikes,18,270,0,0,0,0,0,38025,37951,37,12,25,38025,
Bikes,18,270,0,0,0,1,0,38025,38017,4,1,3,38025,
Bikes,18,270,0,0,0,2,0,38025,38018,4,1,2,38025,
Bikes,19,285,0,0,0,0,0,38025,37949,37,12,27,38025,
Bikes,19,285,0,0,0,1,0,38025,38018,4,1,2,38025,
Bikes,19,285,0,0,0,2,0,38025,38020,2,1,2,38025,
Bikes,20,300,0,0,0,0,0,38025,37879,75,21,50,38025,
Bikes,20,300,0,0,0,1,0,38025,37967,26,7,25,38025,
Bikes,20,300,0,0,0,2,0,38025,38007,6,2,10,38025,
Bikes,21,315,0,0,0,0,0,38025,37922,53,12,38,38025,
Bikes,21,315,0,0,0,1,0,38025,37984,16,6,19,38025,
Bikes,21,315,0,0,0,2,0,38025,38010,9,1,5,38025,
Bikes,22,330,0,0,0,0,0,38025,37938,45,15,27,38025,
Bikes,22,330,0,0,0,1,0,38025,38008,10,3,4,38025,
Bikes,22,330,0,0,0,2,0,38025,38015,5,1,4,38025,
Bikes,23,345,0,0,0,0,0,38025,37943,31,17,34,38025,
Bikes,23,345,0,0,0,1,0,38025,38015,4,3,3,38025,
Bikes,23,345,0,0,0,2,0,38025,38020,3,1,1,38025,
Bikes,24,360,0,0,0,0,0,38025,37914,54,19,38,38025,
Bikes,24,360,0,0,0,1,0,38025,38010,8,2,5,38025,
Bikes,24,360,0,0,0,2,0,38025,38009,10,1,5,38025,
Bikes,25,375,0,0,0,0,0,38025,37920,53,15,37,38025,
Bikes,25,375,0,0,0,1,0,38025,38008,7,3,7,38025,
Bikes,25,375,0,0,0,2,0,38025,38009,5,4,7,38025,
Bikes,26,390,0,0,0,0,0,38025,37925,46,16,38,38025,
Bikes,26,390,0,0,0,1,0,38025,38014,3,3,5,38025,
Bikes,26,390,0,0,0,2,0,38025,38012,7,3,3,38025,
Bikes,27,405,0,0,0,0,0,38025,37943,35,12,35,38025,
Bikes,27,405,0,0,0,1,0,38025,38020,1,1,3,38025,
Bikes,27,405,0,0,0,2,0,38025,38019,3,0,3,38025,
Bikes,28,420,0,0,0,0,0,38025,37930,45,17,33,38025,
Bikes,28,420,0,0,0,1,0,38025,38018,4,0,3,38025,
