Light_Field,Hypercubo,Pos_x,Pos_y,Pos_u,Pos_v,Channel,Level,Hypercubo_Size,N_Zero,N_One,N_Two,N_Greater_Than_Two,Total_Values,
FountainVincent2,0,0,0,0,0,0,1,3136,1326,564,268,978,3136,
FountainVincent2,0,8,0,0,0,0,1,2744,2253,248,93,150,2744,
FountainVincent2,0,0,8,0,0,0,1,2744,1433,587,253,471,2744,
FountainVincent2,0,8,8,0,0,0,1,2401,2044,226,54,77,2401,
FountainVincent2,0,0,0,7,0,0,1,2688,2140,258,87,203,2688,
FountainVincent2,0,8,0,7,0,0,1,2352,2298,51,3,0,2352,
FountainVincent2,0,0,8,7,0,0,1,2352,2084,188,45,35,2352,
FountainVincent2,0,8,8,7,0,0,1,2058,2053,5,0,0,2058,
FountainVincent2,0,0,0,0,7,0,1,2688,2212,219,108,149,2688,
FountainVincent2,0,8,0,0,7,0,1,2352,2297,35,7,13,2352,
FountainVincent2,0,0,8,0,7,0,1,2352,2233,110,9,0,2352,
FountainVincent2,0,8,8,0,7,0,1,2058,2057,1,0,0,2058,
FountainVincent2,0,0,0,7,7,0,1,2304,2127,109,36,32,2304,
FountainVincent2,0,8,0,7,7,0,1,2016,2010,6,0,0,2016,
FountainVincent2,0,0,8,7,7,0,1,2016,1993,22,1,0,2016,
FountainVincent2,0,8,8,7,7,0,1,1764,1764,0,0,0,1764,
FountainVincent2,0,0,0,0,0,1,1,3136,1073,700,403,960,3136,
FountainVincent2,0,8,0,0,0,1,1,2744,1943,484,162,155,2744,
FountainVincent2,0,0,8,0,0,1,1,2744,1171,621,351,601,2744,
FountainVincent2,0,8,8,0,0,1,1,2401,1880,368,94,59,2401,
FountainVincent2,0,0,0,7,0,1,1,2688,2137,364,77,110,2688,
FountainVincent2,0,8,0,7,0,1,1,2352,2333,19,0,0,2352,
FountainVincent2,0,0,8,7,0,1,1,2352,2110,194,30,18,2352,
FountainVincent2,0,8,8,7,0,1,1,2058,2053,5,0,0,2058,
FountainVincent2,0,0,0,0,7,1,1,2688,2134,401,86,67,2688,
FountainVincent2,0,8,0,0,7,1,1,2352,2326,26,0,0,2352,
FountainVincent2,0,0,8,0,7,1,1,2352,2072,217,33,30,2352,
FountainVincent2,0,8,8,0,7,1,1,2058,2054,4,0,0,2058,
FountainVincent2,0,0,0,7,7,1,1,2304,2160,113,13,18,2304,
FountainVincent2,0,8,0,7,7,1,1,2016,2015,1,0,0,2016,
FountainVincent2,0,0,8,7,7,1,1,2016,1956,59,1,0,2016,
FountainVincent2,0,8,8,7,7,1,1,1764,1764,0,0,0,1764,
FountainVincent2,0,0,0,0,0,2,1,3136,1465,676,317,678,3136,
FountainVincent2,0,8,0,0,0,2,1,2744,2200,353,120,71,2744,
FountainVincent2,0,0,8,0,0,2,1,2744,1515,570,276,383,2744,
