Light_Field,Hypercubo,Pos_x,Pos_y,Pos_u,Pos_v,Channel,Level,Hypercubo_Size,N_Zero,N_One,N_Two,N_Greater_Than_Two,Total_Values,
DangerDeMort,0,0,0,0,0,0,1,3136,3017,56,23,40,3136,
DangerDeMort,0,8,0,0,0,0,1,2744,2740,3,1,0,2744,
DangerDeMort,0,0,8,0,0,0,1,2744,2733,11,0,0,2744,
DangerDeMort,0,8,8,0,0,0,1,2401,2401,0,0,0,2401,
DangerDeMort,0,0,0,7,0,0,1,2688,2687,1,0,0,2688,
DangerDeMort,0,8,0,7,0,0,1,2352,2352,0,0,0,2352,
DangerDeMort,0,0,8,7,0,0,1,2352,2352,0,0,0,2352,
DangerDeMort,0,8,8,7,0,0,1,2058,2058,0,0,0,2058,
DangerDeMort,0,0,0,0,7,0,1,2688,2686,2,0,0,2688,
DangerDeMort,0,8,0,0,7,0,1,2352,2352,0,0,0,2352,
DangerDeMort,0,0,8,0,7,0,1,2352,2352,0,0,0,2352,
DangerDeMort,0,8,8,0,7,0,1,2058,2058,0,0,0,2058,
DangerDeMort,0,0,0,7,7,0,1,2304,2304,0,0,0,2304,
DangerDeMort,0,8,0,7,7,0,1,2016,2016,0,0,0,2016,
DangerDeMort,0,0,8,7,7,0,1,2016,2016,0,0,0,2016,
DangerDeMort,0,8,8,7,7,0,1,1764,1764,0,0,0,1764,
DangerDeMort,0,0,0,0,0,1,1,3136,3091,22,10,13,3136,
DangerDeMort,0,8,0,0,0,1,1,2744,2744,0,0,0,2744,
DangerDeMort,0,0,8,0,0,1,1,2744,2744,0,0,0,2744,
DangerDeMort,0,8,8,0,0,1,1,2401,2401,0,0,0,2401,
DangerDeMort,0,0,0,7,0,1,1,2688,2688,0,0,0,2688,
DangerDeMort,0,8,0,7,0,1,1,2352,2352,0,0,0,2352,
DangerDeMort,0,0,8,7,0,1,1,2352,2352,0,0,0,2352,
DangerDeMort,0,8,8,7,0,1,1,2058,2058,0,0,0,2058,
DangerDeMort,0,0,0,0,7,1,1,2688,2688,0,0,0,2688,
DangerDeMort,0,8,0,0,7,1,1,2352,2352,0,0,0,2352,
DangerDeMort,0,0,8,0,7,1,1,2352,2352,0,0,0,2352,
DangerDeMort,0,8,8,0,7,1,1,2058,2058,0,0,0,2058,
DangerDeMort,0,0,0,7,7,1,1,2304,2304,0,0,0,2304,
DangerDeMort,0,8,0,7,7,1,1,2016,2016,0,0,0,2016,
DangerDeMort,0,0,8,7,7,1,1,2016,2016,0,0,0,2016,
DangerDeMort,0,8,8,7,7,1,1,1764,1764,0,0,0,1764,
DangerDeMort,0,0,0,0,0,2,1,3136,3097,24,4,11,3136,
DangerDeMort,0,8,0,0,0,2,1,2744,2744,0,0,0,2744,
DangerDeMort,0,0,8,0,0,2,1,2744,2744,0,0,0,2744,
DangerDeMort,0,8,8,0,0,2,1,2401,2401,0,0,0,2401,
DangerDeMort,0,0,0,7,0,2,1,2688,2688,0,0,0,2688,
DangerDeMort,0,8,0,7,0,2,1,2352,2352,0,0,0,2352,
DangerDeMort,0,0,8,7,0,2,1,2352,2352,0,0,0,2352,
DangerDeMort,0,8,8,7,0,2,1,2058,2058,0,0,0,2058,
DangerDeMort,0,0,0,0,7,2,1,2688,2688,0,0,0,2688,
DangerDeMort,0,8,0,0,7,2,1,2352,2352,0,0,0,2352,
DangerDeMort,0,0,8,0,7,2,1,2352,2352,0,0,0,2352,
DangerDeMort,0,8,8,0,7,2,1,2058,2058,0,0,0,2058,
DangerDeMort,0,0,0,7,7,2,1,2304,2304,0,0,0,2304,
DangerDeMort,0,8,0,7,7,2,1,2016,2016,0,0,0,2016,
DangerDeMort,0,0,8,7,7,2,1,2016,2016,0,0,0,2016,
DangerDeMort,0,8,8,7,7,2,1,1764,1764,0,0,0,1764,
DangerDeMort,1,15,0,0,0,0,1,3136,3073,27,10,26,3136,
DangerDeMort,1,23,0,0,0,0,1,2744,2744,0,0,0,2744,
DangerDeMort,1,15,8,0,0,0,1,2744,2738,6,0,0,2744,
DangerDeMort,1,23,8,0,0,0,1,2401,2401,0,0,0,2401,
DangerDeMort,1,15,0,7,0,0,1,2688,2685,2,1,0,2688,
DangerDeMort,1,23,0,7,0,0,1,2352,2352,0,0,0,2352,
DangerDeMort,1,15,8,7,0,0,1,2352,2352,0,0,0,2352,
DangerDeMort,1,23,8,7,0,0,1,2058,2058,0,0,0,2058,
DangerDeMort,1,15,0,0,7,0,1,2688,2684,4,0,0,2688,
DangerDeMort,1,23,0,0,7,0,1,2352,2352,0,0,0,2352,
DangerDeMort,1,15,8,0,7,0,1,2352,2352,0,0,0,2352,
DangerDeMort,1,23,8,0,7,0,1,2058,2058,0,0,0,2058,
DangerDeMort,1,15,0,7,7,0,1,2304,2304,0,0,0,2304,
DangerDeMort,1,23,0,7,7,0,1,2016,2016,0,0,0,2016,
DangerDeMort,1,15,8,7,7,0,1,2016,2016,0,0,0,2016,
DangerDeMort,1,23,8,7,7,0,1,1764,1764,0,0,0,1764,
DangerDeMort,1,15,0,0,0,1,1,3136,3114,11,2,9,3136,
DangerDeMort,1,23,0,0,0,1,1,2744,2744,0,0,0,2744,
DangerDeMort,1,15,8,0,0,1,1,2744,2744,0,0,0,2744,
DangerDeMort,1,23,8,0,0,1,1,2401,2401,0,0,0,2401,
DangerDeMort,1,15,0,7,0,1,1,2688,2688,0,0,0,2688,
DangerDeMort,1,23,0,7,0,1,1,2352,2352,0,0,0,2352,
DangerDeMort,1,15,8,7,0,1,1,2352,2352,0,0,0,2352,
DangerDeMort,1,23,8,7,0,1,1,2058,2058,0,0,0,2058,
DangerDeMort,1,15,0,0,7,1,1,2688,2688,0,0,0,2688,
DangerDeMort,1,23,0,0,7,1,1,2352,2352,0,0,0,2352,
DangerDeMort,1,15,8,0,7,1,1,2352,2352,0,0,0,2352,
DangerDeMort,1,23,8,0,7,1,1,2058,2058,0,0,0,2058,
DangerDeMort,1,15,0,7,7,1,1,2304,2304,0,0,0,2304,
DangerDeMort,1,23,0,7,7,1,1,2016,2016,0,0,0,2016,
DangerDeMort,1,15,8,7,7,1,1,2016,2016,0,0,0,2016,
DangerDeMort,1,23,8,7,7,1,1,1764,1764,0,0,0,1764,
DangerDeMort,1,15,0,0,0,2,1,3136,3117,11,2,6,3136,
DangerDeMort,1,23,0,0,0,2,1,2744,2744,0,0,0,2744,
DangerDeMort,1,15,8,0,0,2,1,2744,2744,0,0,0,2744,
DangerDeMort,1,23,8,0,0,2,1,2401,2401,0,0,0,2401,
DangerDeMort,1,15,0,7,0,2,1,2688,2688,0,0,0,2688,
DangerDeMort,1,23,0,7,0,2,1,2352,2352,0,0,0,2352,
DangerDeMort,1,15,8,7,0,2,1,2352,2352,0,0,0,2352,
DangerDeMort,1,23,8,7,0,2,1,2058,2058,0,0,0,2058,
DangerDeMort,1,15,0,0,7,2,1,2688,2688,0,0,0,2688,
DangerDeMort,1,23,0,0,7,2,1,2352,2352,0,0,0,2352,
DangerDeMort,1,15,8,0,7,2,1,2352,2352,0,0,0,2352,
DangerDeMort,1,23,8,0,7,2,1,2058,2058,0,0,0,2058,
DangerDeMort,1,15,0,7,7,2,1,2304,2304,0,0,0,2304,
DangerDeMort,1,23,0,7,7,2,1,2016,2016,0,0,0,2016,
DangerDeMort,1,15,8,7,7,2,1,2016,2016,0,0,0,2016,
DangerDeMort,1,23,8,7,7,2,1,1764,1764,0,0,0,1764,
DangerDeMort,2,30,0,0,0,0,1,3136,3024,57,20,35,3136,
DangerDeMort,2,38,0,0,0,0,1,2744,2744,0,0,0,2744,
DangerDeMort,2,30,8,0,0,0,1,2744,2740,4,0,0,2744,
DangerDeMort,2,38,8,0,0,0,1,2401,2401,0,0,0,2401,
DangerDeMort,2,30,0,7,0,0,1,2688,2687,1,0,0,2688,
DangerDeMort,2,38,0,7,0,0,1,2352,2352,0,0,0,2352,
DangerDeMort,2,30,8,7,0,0,1,2352,2352,0,0,0,2352,
DangerDeMort,2,38,8,7,0,0,1,2058,2058,0,0,0,2058,
