Light_Field,Hypercubo,Pos_x,Pos_y,Pos_u,Pos_v,Channel,Level,Hypercubo_Size,N_Zero,N_One,N_Two,N_Greater_Than_Two,Total_Values,
StonePillarsOutside,0,0,0,0,0,0,0,38025,33587,2211,717,1510,38025,
StonePillarsOutside,0,0,0,0,0,1,0,38025,34125,2139,786,975,38025,
StonePillarsOutside,0,0,0,0,0,2,0,38025,34909,1820,598,698,38025,
StonePillarsOutside,1,15,0,0,0,0,0,38025,35381,1368,374,902,38025,
StonePillarsOutside,1,15,0,0,0,1,0,38025,34618,1983,642,782,38025,
StonePillarsOutside,1,15,0,0,0,2,0,38025,35321,1573,555,576,38025,
StonePillarsOutside,2,30,0,0,0,0,0,38025,35446,1364,360,855,38025,
StonePillarsOutside,2,30,0,0,0,1,0,38025,35210,1701,543,571,38025,
StonePillarsOutside,2,30,0,0,0,2,0,38025,35622,1459,469,475,38025,
StonePillarsOutside,3,45,0,0,0,0,0,38025,35440,1297,379,909,38025,
StonePillarsOutside,3,45,0,0,0,1,0,38025,35315,1618,507,585,38025,
StonePillarsOutside,3,45,0,0,0,2,0,38025,35884,1322,408,411,38025,
StonePillarsOutside,4,60,0,0,0,0,0,38025,34321,1717,665,1322,38025,
StonePillarsOutside,4,60,0,0,0,1,0,38025,35581,1436,477,531,38025,
StonePillarsOutside,4,60,0,0,0,2,0,38025,35784,1343,412,486,38025,
StonePillarsOutside,5,75,0,0,0,0,0,38025,31913,2667,1066,2379,38025,
StonePillarsOutside,5,75,0,0,0,1,0,38025,34810,1720,645,850,38025,
StonePillarsOutside,5,75,0,0,0,2,0,38025,34888,1754,612,771,38025,
StonePillarsOutside,6,90,0,0,0,0,0,38025,31179,2808,1217,2821,38025,
StonePillarsOutside,6,90,0,0,0,1,0,38025,34704,1804,607,910,38025,
StonePillarsOutside,6,90,0,0,0,2,0,38025,34664,1801,680,880,38025,
StonePillarsOutside,7,105,0,0,0,0,0,38025,31840,2575,1107,2503,38025,
StonePillarsOutside,7,105,0,0,0,1,0,38025,35333,1464,517,711,38025,
StonePillarsOutside,7,105,0,0,0,2,0,38025,35066,1647,555,757,38025,
StonePillarsOutside,8,120,0,0,0,0,0,38025,33273,2079,831,1842,38025,
StonePillarsOutside,8,120,0,0,0,1,0,38025,35816,1286,412,511,38025,
StonePillarsOutside,8,120,0,0,0,2,0,38025,35437,1459,499,630,38025,
StonePillarsOutside,9,135,0,0,0,0,0,38025,34282,1762,594,1387,38025,
StonePillarsOutside,9,135,0,0,0,1,0,38025,36254,998,333,440,38025,
StonePillarsOutside,9,135,0,0,0,2,0,38025,35346,1524,512,643,38025,
StonePillarsOutside,10,150,0,0,0,0,0,38025,35084,1325,476,1140,38025,
StonePillarsOutside,10,150,0,0,0,1,0,38025,36397,981,294,353,38025,
StonePillarsOutside,10,150,0,0,0,2,0,38025,35848,1359,355,463,38025,
StonePillarsOutside,11,165,0,0,0,0,0,38025,34327,1690,615,1393,38025,
StonePillarsOutside,11,165,0,0,0,1,0,38025,36237,1066,293,429,38025,
StonePillarsOutside,11,165,0,0,0,2,0,38025,35847,1245,427,506,38025,
StonePillarsOutside,12,180,0,0,0,0,0,38025,34994,1394,472,1165,38025,
StonePillarsOutside,12,180,0,0,0,1,0,38025,36436,1001,257,331,38025,
StonePillarsOutside,12,180,0,0,0,2,0,38025,36148,1147,334,396,38025,
StonePillarsOutside,13,195,0,0,0,0,0,38025,35181,1288,467,1089,38025,
StonePillarsOutside,13,195,0,0,0,1,0,38025,36420,1007,270,328,38025,
StonePillarsOutside,13,195,0,0,0,2,0,38025,36013,1210,405,397,38025,
StonePillarsOutside,14,210,0,0,0,0,0,38025,34702,1544,532,1247,38025,
StonePillarsOutside,14,210,0,0,0,1,0,38025,36280,1089,295,361,38025,
StonePillarsOutside,14,210,0,0,0,2,0,38025,35968,1244,399,414,38025,
StonePillarsOutside,15,225,0,0,0,0,0,38025,34047,1847,646,1485,38025,
StonePillarsOutside,15,225,0,0,0,1,0,38025,36111,1153,339,422,38025,
StonePillarsOutside,15,225,0,0,0,2,0,38025,35842,1233,470,480,38025,
